x,y
0.0,2.490142459033698
0.3448275862068966,1.4472760620036875
0.6896551724137931,4.667203545336561
1.0344827586206897,8.1552964657758
1.3793103448275863,3.7458157378989583
1.7241379310344829,4.607933956738666
2.0689655172413794,10.910052239625623
2.413793103448276,9.336786946079416
2.7586206896551726,6.488128566333075
3.1034482758620694,10.38630082041307
3.4482758620689657,8.230436576735027
3.793103448275862,9.085569359978884
4.137931034482759,12.070714400904999
4.482758620689656,6.467055817750746
4.827586206896552,7.89421201970228
5.172413793103448,12.244171895035702
5.517241379310345,11.754610087272592
5.862068965517242,16.597914411578927
6.206896551724139,13.793169152746716
6.551724137931035,13.142399240821714
6.8965517241379315,22.63832561710949
7.241379310344828,18.426119374402465
7.586206896551724,20.16810185544308
7.931034482758621,16.55334164825618
8.275862068965518,20.056506998838245
8.620689655172415,22.884491907060635
8.965517241379311,19.96081237118137
9.310344827586208,25.402956124002536
9.655172413793103,23.336014964726342
10.0,25.124918750620168
